rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/10012063-ghost_writer,Matthew Lucas,FALSE,"The Dispatch (Lexington, NC)",Fresh,3.5/4,43623,"A good, old-fashioned suspense yarn that culminates with one of the most haunting final shots in years."
m/10012068-repo_men,Simon Abrams,FALSE,Slant Magazine,Rotten,1.5/4,40254,"To give resonance to that pedantic, half-baked conceit, director Miguel Sapochnik apes the severe gravitas of Children of Men."
m/10012068-repo_men,Bill Goodykoontz,TRUE,Arizona Republic,Rotten,2.5/5,40254,"It's an intriguing premise, one director Miguel Sapochnik treats with all the subtlety of a head smashed in with a typewriter. Hey wait -- that happens!"
m/10012068-repo_men,Roger Moore,TRUE,Orlando Sentinel,Rotten,1.5/4,40254,"This is not a bad cast, but whatever wit the script aims for is lost in the queasy details director Miguel Sapochnik found more fascinating."
m/10012068-repo_men,JimmyO,FALSE,JoBlo's Movie Network,Fresh,6.5/10,40255,"While it may not be a classic, this will be a crowd pleaser..."
m/10012068-repo_men,Claudia Puig,TRUE,USA Today,Rotten,1.5/4,40255,Why good actors like Forest Whitaker and Liev Schreiber have taken major roles in this wrongheaded effort is perhaps the most compelling question posed by this film.
m/10012068-repo_men,Tony Medley,FALSE,tonymedley.com,Rotten,0/10,40255,"...a repellent, nauseating, disgusting motion picture."
m/10012068-repo_men,Andrea Chase,FALSE,Killer Movie Reviews,Rotten,0/5,40255,"a bewilderingly awful concoction that seems to have been written by a committee whose individual members were forbidden to contact one another and who seem to be ignorant of the most rudimentary fundamentals of storytelling, screenwriting or coherence"
m/10012068-repo_men,Geoff Berkshire,FALSE,Metromix.com,Rotten,2.5/5,40255,An aggressive testosterone-fueled ride that fetishizes violence and weapons in an attempt to prove its badass cred.
m/10012068-repo_men,Joe Lozito,FALSE,Big Picture Big Sound,Rotten,0.5/4,40255,"Grisly, humorless and over-long, this sci-fi thriller about the repossession of artificial organs isn't nearly as interesting, clever or original as it wants to be."
m/10012068-repo_men,Cathy Jakicic,FALSE,Milwaukee Journal Sentinel,Rotten,2.5/4,40255,"You'd expect a lot of blood with a story where organs are removed on the fly, but director Miguel Sapochnik seems to revel in the gore and, at times, the intertwining of sex and ""surgery"" has an uncomfortably pornographic feel."
m/10012068-repo_men,Carrie Rickey,TRUE,Philadelphia Inquirer,Rotten,1.5/4,40255,"I watched a third of the movie through the cracks of my fingers, wincing."
m/10012068-repo_men,Robert W. Butler,FALSE,Kansas City Star,Rotten,1.5/4,40255,What we need are some cinematic repo men to rip this movie from the theaters.
m/10012068-repo_men,Bill Gibron,FALSE,Filmcritic.com,Fresh,3.5/5,40255,triumphs in the end
m/10012068-repo_men,Steven Snyder,FALSE,Techland,Fresh,2.5/4,40255,Repo Men asks us to consider: What happens when the corporations claim ownership over our very bodies
m/10012068-repo_men,Avi Offer,FALSE,NYC Movie Guru,Rotten,4.75/10,40256,"Slick and action-packed, but painfully insipid, needlessly gory, lackluster and, worst of all, fails to maintain its excitement, cleverness, imagination and thrills."
m/10012068-repo_men,Kimberly Gadette,FALSE,Indie Movies Online,Rotten,4.5/10,40256,"Repo men like these can break your heart. Or, er, take your heart. We had hoped that this film would take our breath away -- instead, the filmmakers quickly mutilate any initial enthusiasm we may have had."
m/10012068-repo_men,Peter Howell,TRUE,Toronto Star,Fresh,2.5/4,40256,At least a robotic handclap is due to director Sapochnik for working within his limitations (including obvious budgetary ones) and giving this Frankenstein beast as much forward momentum as it possesses.
m/10012068-repo_men,John Anderson,TRUE,Washington Post,Fresh,2.5/4,40256,"One can forgive the movie's defects, and its indecision about being tragedy or comedy."
m/10012068-repo_men,Chris Hewitt,FALSE,St. Paul Pioneer Press,Rotten,2.5/4,40256,"It's often exciting and occasionally provocative, but like its main characters, there's a machine where its heart should be."
m/10012068-repo_men,Katey Rich,FALSE,CinemaBlend,Rotten,2.5/5,40256,"There's a lot of style and even a little bit of substance in Repo Men, but not enough of either to hold the ludicrous plot in place."
m/10012068-repo_men,Robert Levin,FALSE,Film School Rejects,Rotten,2.5/4,40256,The movie is far less ambitious than it thinks it is.
m/10012068-repo_men,Will Harris,FALSE,Bullz-Eye.com,Fresh,3.5/5,40256,"If you like your sci-fi with a touch of dark humor and a fair amount of a---kicking, Repo Men will likely leave you grinning."
m/10012068-repo_men,James Berardinelli,TRUE,ReelViews,Rotten,2.5/4,40256,"It's tough to recommend Repo Men outright, but you could do worse when trolling multiplex halls."
m/10012068-repo_men,Scott Collura,FALSE,IGN Movies,Fresh,3.5/5,40259,"It's a mess of a movie in many ways, but it's a hot mess."
m/10012068-repo_men,Mike Ward,FALSE,Richmond Times-Dispatch,Fresh,2.5/4,40259,"If you're like me, and you once financed an entire Spring Break to Panama City Beach with Discover Card cash advances at 43 percent interest, then Repo Men will hit a little too close to home."
m/10012068-repo_men,Karina Montgomery,FALSE,Cinerina,Fresh,2.5/5,40261,"Sure, there are plenty of plot holes, but we didn't come to the movies for artiforg tort reform. We came for squibbulous close-quarters knife fights."
m/10012068-repo_men,Daniel M. Kimmel,FALSE,North Shore Movies,Fresh,3.5/5,40263,"If you're so inclined you may want to see it fast on the big screen. Then when it emerges as a cult favorite, you can say you were there at the beginning."
m/10012068-repo_men,John Beifuss,FALSE,"Commercial Appeal (Memphis, TN)",Rotten,2.5/4,40263,The premise of this health-care-crisis sci-fi actioner is ingenious and witty... but the film leaves satire behind to become increasingly pretentious and nonsensical.
m/10012068-repo_men,Lori Hoffman,FALSE,Atlantic City Weekly,Rotten,1.5/4,40264,What is more depressing than the bleak future shown in Repo Men is the sense that there was an intriguing premise somewhere in this mess of blood and guts.
m/10012068-repo_men,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,40266,...a frustratingly uneven yet sporadically electrifying sci-fi thriller...
m/10012068-repo_men,Linda Cook,FALSE,"Quad City Times (Davenport, IA)",Rotten,2.5/4,40278,"It's a buddy movie. Then again, it's political statement about corporate greed and the health-care crisis. No, it's a science-fiction tale."
m/10012068-repo_men,James White,FALSE,SFX Magazine,Fresh,3.5/5,40283,"It might not be the most original tale, but it's visceral, visual and vitriolic, with a line in sharp, dark humour."
m/10012068-repo_men,Ian Buckwalter,TRUE,NPR,Rotten,3.4/10,40363,The overused homages and a tacked-on twist ending are just failed attempts to save Repo Men from its own shallow blood lust.
m/10012068-repo_men,Rossiter Drake,FALSE,San Francisco Examiner,Rotten,2.5/4,40393,"If only Sapochnik and Garcia had stuck more to their ideas than their guns, they'd really have something."
m/10012068-repo_men,Dave White,FALSE,Movies.com,Rotten,1.5/5,40637,Enthusiastic stealing from other movies is great if I can feel the enthusiasm. I couldn't.
m/10012068-repo_men,Kevin Carr,FALSE,7M Pictures,Rotten,2.5/5,41121,I've seen a lot of this dystopian future in science fiction... so much so that it's become cliche.
m/10012068-repo_men,Jeff Beck,FALSE,Examiner.com,Rotten,2.5/4,41183,"Although it's an interesting premise, its lack of originality gives away where much of the film is going to go, that is, right up until you get to the unexpectedly bad ending."
m/10012068-repo_men,Matthew Lucas,FALSE,"The Dispatch (Lexington, NC)",Rotten,1.5/4,43623,"At a time where a real health care drama is being played out on a grand scale right before our eyes, Repo Men seems tritely anemic."
m/10012104-7_days,Ray Greene,FALSE,Boxoffice Magazine,Fresh,3.5/5,40204,"7 Days is a brutal, passionate and precisely drawn refutation of a standard-issue cinematic revenge picture, containing harrowing and visceral scenes of violence side-by-side with delicate moments of recognizable humanity."
m/10012104-7_days,David Nusair,FALSE,Reel Film Reviews,Fresh,3.5/4,40205,...one of the most gripping thrillers to come around in quite some time.
m/10012104-7_days,Kevin N. Laforest,FALSE,Montreal Film Journal,Fresh,3.5/4,40210,"This first feature from Daniel Grou, which recently premiered at Sundance, has much to offer."
m/10012114-daddy_longlegs,Lou Lumenick,TRUE,New York Post,Fresh,2.5/4,40312,Has a certain dark charm if you can put up with very jittery camera work and editing.
m/10012114-daddy_longlegs,Robert Levin,FALSE,Film School Rejects,Fresh,3.5/4,40317,"The movie picks away at the standard, glamorized depictions of life in New York to arrive at a different, essential truth."
m/10012114-daddy_longlegs,Mark Feeney,TRUE,Boston Globe,Fresh,2.5/4,40318,Daddy Longlegs is all jangly and raw. The hand-held camera is almost as much of a presence in the film as Lenny is.
m/10012114-daddy_longlegs,Peter Keough,FALSE,Boston Phoenix,Rotten,2.5/4,40318,"For about an hour, Josh and Benny Safdie's trendy indie about a deadbeat dad taking care of his two boys for two weeks in Manhattan seems like the kind of movie in which you hate everybody -- especially the directors."
m/10012114-daddy_longlegs,Joe Williams,TRUE,St. Louis Post-Dispatch,Fresh,2.5/4,40326,"The Safdies deserve respect for surviving their childhood, if not for making a film about it that refuses to amuse or indict."
m/10012136-winters_bone,Ray Greene,FALSE,Boxoffice Magazine,Fresh,4.5/5,40204,"Deserves to be the major commercial breakthrough for both director Debra Granik and Jennifer Lawrence, its luminous, moon-faced star."
m/10012136-winters_bone,Philip Martin,FALSE,Arkansas Democrat-Gazette,Fresh,88/100,40331,"...a relentlessly bleak tale that in some ways echoes Charles Portis' classic True Grit, another story about a young girl who takes on adult challenges."
m/10012136-winters_bone,Dustin Putman,FALSE,TheFilmFile.com,Fresh,3.5/4,40339,"Sobering but unfailingly engrossing, uncompromising yet not without a certain hope by the end, Winter's Bone is the kind of original, blessedly independent work that major studios simply refuse to make."
m/10012136-winters_bone,Chris Cabin,FALSE,Filmcritic.com,Fresh,3.5/5,40339,something of a minor miracle
m/10012136-winters_bone,A.O. Scott,TRUE,New York Times,Fresh,4.5/5,40340,A coming-of-age story that is not entirely about breaking free.
m/10012136-winters_bone,Stephen Whitty,TRUE,Newark Star-Ledger,Fresh,3.5/4,40340,"Granik makes something real out of all of it. And even, against all odds, hopeful. Because, yes, this is a hard and stony land. But the life that manages to take root there tends to survive."
m/10012136-winters_bone,Avi Offer,FALSE,NYC Movie Guru,Rotten,5.48/10,40341,"Lacks adequate suspense and intrigue, occasionally drags, and leaves you feeling underwhelmed despite strong, well-nuanced performances and a richly atmospheric setting."
m/10012136-winters_bone,Rich Cline,FALSE,Shadows on the Wall,Fresh,4.5/5,40345,"A riveting exploration of old-society notions of responsibility and obligation, loyalty and betrayal"
m/10012136-winters_bone,Steven Rea,TRUE,Philadelphia Inquirer,Fresh,3.5/4,40346,"It's been a long time since a film has conveyed a culture, and a sense of place, with such telling precision. At the same time, Winter's Bone thrums with suspense."
m/10012136-winters_bone,Jeremy Heilman,FALSE,MovieMartyr.com,Rotten,49/100,40347,"While Winter's Bone hardly exploits the poor in its depiction of them, its decision to focus on Bree while showing audiences their world seems like an artistic compromise."
m/10012136-winters_bone,Lisa Kennedy,TRUE,Denver Post,Fresh,3.5/4,40354,Jennifer Lawrence gives a stirring turn in a gift-of-a-lifetime role.
m/10012136-winters_bone,Chris Vognar,TRUE,Dallas Morning News,Fresh,4.5/5,40354,A masterpiece of sparseness.
m/10012136-winters_bone,Marjorie Baumgarten,FALSE,Austin Chronicle,Fresh,4.5/5,40354,Winter's Bone is the kind of film that should be offered to us more often.
m/10012136-winters_bone,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,3.5/4,40354,"The setting, which I don't recall ever seeing on film, is menacing, unsettling and so foreign-seeming I kept forgetting Winter's Bone is set in present-day Missouri."
m/10012136-winters_bone,Kimberly Gadette,FALSE,Indie Movies Online,Fresh,8.5/10,40354,"Lawrence is outstanding as the young girl stepping up to do whatever's necessary to save her family, not allowing herself the luxury of even the smallest smile to deter her from the job at hand"
m/10012136-winters_bone,Matt Brunson,FALSE,Creative Loafing,Fresh,3.5/4,40368,The picture offers a rare look at a region that will seem as foreign to most moviegoers as the forest moon of Endor.
m/10012136-winters_bone,James Kendrick,FALSE,Q Network Film Desk,Fresh,3.5/4,40381,"leavens its worst moments with a sense of compassion and tenderness that reminds us to understand and empathize with, rather than judge, the characters"
m/10012136-winters_bone,Duane Dudek,FALSE,Milwaukee Journal Sentinel,Fresh,3.5/4,40388,The sound of rarely heard voices and a portrait of a world all but forgotten except by the people who live there.
m/10012136-winters_bone,Lori Hoffman,FALSE,Atlantic City Weekly,Fresh,3.5/4,40402,"The film explores the crushing poverty of America's rural regions, a Grapes of Wrath-style story with a country noir twist [that] feels authentic and original immediately."
m/10012136-winters_bone,Charles Koplinski,FALSE,Illinois Times,Fresh,3.5/4,40452,A Chilling look at American Poverty.
m/10012136-winters_bone,Tony Macklin,FALSE,tonymacklin.net,Fresh,3.5/5,40528,"Winter's Bone is as quiet as a snake. It's a chilling and challenging visit into a remote -- perhaps alien -- world. But while Winter's Bone has anguish and fear, the film is ultimately life-affirming and real."
m/10012136-winters_bone,Shaun Munro,FALSE,What Culture,Fresh,3.5/5,40584,There is a profound sense of Neorealism percolating beneath Winter's Bone's noirish mystery plot.
m/10012136-winters_bone,Joseph Proimakis,FALSE,Movies for the Masses,Fresh,3.5/5,40598,full review at Movies for the Masses
m/10012136-winters_bone,Gabe Leibowitz,FALSE,Film and Felt,Rotten,45/100,40615,"Winter's Bone certainly has its redeeming qualities, particularly its cinematography and a superb lead performance by Jennifer Lawrence, but man, does it feel EMPTY until a gripping sequence near the end."
m/10012136-winters_bone,David Nusair,FALSE,Reel Film Reviews,Fresh,2.5/4,40684,Gritty and real...
m/10012136-winters_bone,Wesley Lovell,FALSE,Cinema Sight,Fresh,3.5/4,40770,Jennifer Lawrence is dazzling as the film's protagonist as she struggles to uncover the truth between her addict father's disappearance.
m/10012136-winters_bone,Dan Jardine,FALSE,Cinemania,Fresh,82/100,41101,Peyton Place meets Deliverance in a meth lab.
m/10012136-winters_bone,Kate Rodger,FALSE,Newshub (NZ),Fresh,4.5/5,43706,"Call me a sucker for punishment but I find myself drawn to these harrowing tales, and Winter's Bone is certainly one of those."
m/10012141-kids_are_all_right,Chris Bumbray,FALSE,JoBlo's Movie Network,Fresh,8.5/10,40214,a delightful and timely comedy
m/10012141-kids_are_all_right,Peter Travers,TRUE,Rolling Stone,Fresh,3.5/4,40366,Kids makes its own special magic. It's irresistible.
m/10012141-kids_are_all_right,Jeffrey M. Anderson,FALSE,Combustible Celluloid,Fresh,3.5/4,40367,"It's a brilliant screenplay, but happily, this is also Cholodenko's most visually satisfying movie."
m/10012141-kids_are_all_right,Sara Michelle Fetters,FALSE,MovieFreak.com,Fresh,3.5/4,40367,"It treats both its characters and its audience with respect, everything building with a delightful effortlessness that's both enchanting and deeply moving."
m/10012141-kids_are_all_right,Claudia Puig,TRUE,USA Today,Fresh,3.5/4,40367,"This gem features five topnotch, multidimensional performances in one of this summer's most engaging films."
m/10012141-kids_are_all_right,Geoff Berkshire,FALSE,Metromix.com,Fresh,4.5/5,40367,"Expect a human comedy about relationships that haven't been fully explored on film before, told in a fashion that ensures tenderness trumps self-importance at every turn."
m/10012141-kids_are_all_right,Peter Howell,TRUE,Toronto Star,Fresh,3.5/4,40367,"The best thing about the film is its bigheartedness. It's not out to mock these people, but rather to show how any person of any orientation can become unraveled when high-minded principles meet with base human instincts."
m/10012141-kids_are_all_right,Stephanie Zacharek,FALSE,Movieline,Fresh,9.5/10,40367,"Such a low-key feat of filmmaking that the scope of its offhanded generosity -- toward its characters, its story, its actors and its audience -- may not hit you until days after you've seen it."
m/10012141-kids_are_all_right,Roger Ebert,TRUE,Chicago Sun-Times,Fresh,3.5/4,40367,"It's a film about marriage itself, an institution with challenges that are universal."
m/10012141-kids_are_all_right,Kevin Williamson,FALSE,Jam! Movies,Fresh,3.5/5,40368,"Up to the challenge, and clearly relishing roles of unusual substance, are Moore, Ruffalo and Bening -- who could well nab an Oscar nomination for her work as an iron-willed smother-mother for the ages."
m/10012141-kids_are_all_right,A.O. Scott,TRUE,New York Times,Fresh,4.5/5,40368,"The performances are all close to perfect, which is to say that the imperfections of each character are precisely measured and honestly presented."
m/10012141-kids_are_all_right,Stephen Whitty,TRUE,Newark Star-Ledger,Fresh,3.5/4,40368,"The specifics of the story only underlie its general, and universal theme: Marriages and families can be hard work -- and kind of worth it."
m/10012141-kids_are_all_right,Avi Offer,FALSE,NYC Movie Guru,Fresh,9.16/10,40369,"A captivating, honest, unpretentious and intelligent portrait of an American family that's genuinely poignant, warm and funny. It brims with well-nuanced, brave and resonating performances."
m/10012141-kids_are_all_right,Pete Hammond,FALSE,Back Stage,Fresh,4.5/5,40373,"It would be criminal if , come Oscar time, Annette Bening and Julianne Moore are not competing for a Best Actress award."
m/10012141-kids_are_all_right,James Rocchi,TRUE,MSN Movies,Fresh,4.5/5,40374,"Cholodenko's film stands as one of the best American films of the year precisely because it's willing to look at what love truly gives, and what it truly takes."
m/10012141-kids_are_all_right,Peter Keough,FALSE,Boston Phoenix,Fresh,3.5/4,40374,"[A] charming, uplifting, and very funny subversion of the traditional patriarchal family."
m/10012141-kids_are_all_right,Tony Macklin,FALSE,tonymacklin.net,Fresh,2.5/5,40375,The Kids Are All Right is a sudsy soap opera. It's a concoction of lilac water and spermatozoa -- with lots of wine and whine.
m/10012141-kids_are_all_right,Lisa Kennedy,TRUE,Denver Post,Fresh,3.5/4,40375,Cholodenko and cowriter Stuart Blumberg have crafted a loving work about family that will resonate as true for those who find their experience reflected on the big screen and will be revelatory to others.
m/10012141-kids_are_all_right,Chris Vognar,TRUE,Dallas Morning News,Fresh,4.5/5,40375,A comedy of modern manners with the texture of a great short story.
m/10012141-kids_are_all_right,Willie Waffle,FALSE,WaffleMovies.com,Fresh,3.5/4,40375,"A perfect combination of fantastic writing, strong storytelling and an All-Star acting ensemble."
m/10012141-kids_are_all_right,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,3.5/4,40375,"You can tell Cholodenko loves people, and that's why, in The Kids Are All Right, she wanted to show how funny and weird and foolish we often are."
m/10012141-kids_are_all_right,Jeremy Heilman,FALSE,MovieMartyr.com,Fresh,75/100,40377,"[It] embraces its formulaic premise, but then resists developing in formulaic directions, resulting in one of the most refreshing and honest screen comedies of recent memory."
m/10012141-kids_are_all_right,Jeff Vice,FALSE,Deseret News (Salt Lake City),Fresh,2.5/4,40381,"The characters in the film feel real, even a bit lived-in, and it's because of the efforts of the cast; particularly those veteran actors who play the adults."
m/10012141-kids_are_all_right,Duane Dudek,FALSE,Milwaukee Journal Sentinel,Fresh,3.5/4,40381,"Funny and warm, The Kids Are All Right feels lived in and acutely observed, and is as steeped in joy as in regret."
m/10012141-kids_are_all_right,Carrie Rickey,TRUE,Philadelphia Inquirer,Fresh,3.5/4,40381,Here are five gifted actors at the top of their games as five characters in search of what makes a family.
m/10012141-kids_are_all_right,Jason Zingale,FALSE,Bullz-Eye.com,Fresh,3.5/5,40382,A solid family drama filled with authentic characters and some great performances from its amazing ensemble cast.
m/10012141-kids_are_all_right,Matt Brunson,FALSE,Creative Loafing,Fresh,3.5/4,40383,"The Kids Are All Right is written with such perception, directed with such sensitivity and acted with such brio that the result is not only a path paved with good intentions but also one lined with loving detail."
m/10012141-kids_are_all_right,Robert W. Butler,FALSE,Kansas City Star,Fresh,3.5/4,40388,A comedy that perfectly balances natural hilarity with genuine drama while exploring a whole slew of issues.
m/10012141-kids_are_all_right,Dan Lybarger,FALSE,MovieMaker Magazine,Fresh,4.5/5,40389,'The Kids Are All Right' is a warm film about flawed people.
m/10012141-kids_are_all_right,Ken Hanke,FALSE,"Mountain Xpress (Asheville, NC)",Fresh,4.5/5,40394,"A warm, funny, entertaining, slyly subversive little movie built around five very solid performances."
m/10012141-kids_are_all_right,Mike McGranaghan,FALSE,Aisle Seat,Fresh,3.5/4,40397,I really enjoyed being dropped into this family's world for two hours. The Kids Are All Right is one of my favorite movies so far in 2010.
m/10012141-kids_are_all_right,Philip Martin,FALSE,Arkansas Democrat-Gazette,Fresh,90/100,40400,"...a wonderful thing, intelligent in the ways of human foible, and generous with sinners."
m/10012141-kids_are_all_right,Jimmy O,FALSE,Film Snobs,Rotten,1.5/5,40401,"While Certainly Not its Intent, this Film is So Vapid in its Plot and Empty in Character It Ends Up Being Anti-Gay in Message."
m/10012141-kids_are_all_right,Alison Gang,FALSE,San Diego Union-Tribune,Fresh,3.4/4,40401,"Cholodenko has not delivered a pro-gay marriage treatise, but a funny, touching and relatable story about the colossal effort and love it takes to create and maintain a family."
m/10012141-kids_are_all_right,Bob Grimm,FALSE,Tucson Weekly,Fresh,4.25/5,40402,Some of the year's best performances.
m/10012141-kids_are_all_right,Michael Smith,FALSE,Tulsa World,Fresh,3.5/4,40403,It's no less than a classic portrait of an American family.
m/10012141-kids_are_all_right,Sean P. Means,FALSE,Salt Lake Tribune,Fresh,3.5/4,40404,Cholodenko... nicely grounds herself here in the mechanics of day-to-day relationship maintenance.
m/10012141-kids_are_all_right,Christian Toto,FALSE,What Would Toto Watch?,Fresh,3.5/4,40408,The leads in this beautifully told drama are more than just all right - they're Oscar worthy.
m/10012141-kids_are_all_right,Sandra Hall,TRUE,Sydney Morning Herald,Fresh,3.5/5,40424,Common to all Cholodenko's films is a fascination with the mayhem that can result when the chronically stitched-up come up against the amoral and fancy-free.
m/10012141-kids_are_all_right,Rich Cline,FALSE,Shadows on the Wall,Fresh,4.5/5,40475,"Five of this year's best screen characters appear in this comedy-drama about a relatively ordinary family facing some unusual challenges. And while the premise seems extremely offbeat, it's actually beside the point."
m/10012141-kids_are_all_right,Catherine Bray,FALSE,Film4,Fresh,3.5/5,40485,"A light, lovingly handled tale about the difficulties of staying in love."
m/10012141-kids_are_all_right,Jordan Hiller,FALSE,Bangitout.com,Fresh,3.5/4,40542,"The Kids Are All Right would have been a highly regarded, stinging family drama in the tradition of American Beauty and Ordinary People even if the subject family was not so proudly unorthodox."
m/10012141-kids_are_all_right,Federico Furzan,FALSE,Cinelipsis,Rotten,1.5/4,43984,I can't understand the value of such a movie. It's definitely bland and worthless. [Full review in Spanish].
m/10012141-kids_are_all_right,Richard Propes,FALSE,TheIndependentCritic.com,Fresh,3.5/4,44087,It is a wonderful example of what happens when you blend a near perfect cast with stellar direction and a story worth telling.
m/10012150-high_school,Rich Cline,FALSE,Shadows on the Wall,Fresh,3.5/5,40689,"Yes, the drugs-can-be-fun message is somewhat questionable, but sharp writing and a thoroughly engaging cast makes it great fun to watch."
m/10012150-high_school,Scott Bowles,TRUE,USA Today,Rotten,1.5/4,41060,"Somehow, High, directed by newcomer John Stalberg, lured serious talent, including Adrien Brody, Colin Hanks and Michael Chiklis. Even odder: They're the worst actors of the bunch."
m/10012150-high_school,Matt Pais,FALSE,RedEye,Rotten,1.5/4,41060,"When all else fails, make a joke about balls."
m/10012150-high_school,Frederic and Mary Ann Brussat,FALSE,Spirituality & Practice,Rotten,1.5/5,41061,A stoner comedy that runs out of gas.
m/10012150-high_school,Annlee Ellingson,FALSE,Paste Magazine,Rotten,3.7/10,41061,W're left with poorly reasoned scenes and storylines that dangle like a pothead's unfinished sentences.
m/10012150-high_school,Sara Stewart,TRUE,New York Post,Rotten,1.5/4,41061,"I'm betting director John Stalberg Jr. also debated calling it ""Bake Sale,"" revolving as it does around the mass-dosing of the student body with pot brownies."
m/10012150-high_school,Perri Nemiroff,FALSE,Shockya.com,Rotten,2.5/5,41062,"Some amusing performances and situations, but they have the life sucked out of them by logicality issues a stoner movie can't even haze over."
m/10012150-high_school,Jake Mulligan,FALSE,Boston Phoenix,Rotten,1.5/4,41068,A pot comedy that won't reward even the most easily satisfied stoner.
m/10012150-high_school,David Nusair,FALSE,Reel Film Reviews,Rotten,1.5/4,41068,"High School suffers from an increasingly stagnant, wheel-spinning midsection that triggers its transformation from passable comedy to interminable disaster."
m/10012150-high_school,Witney Seibold,FALSE,CraveOnline,Fresh,6.5/10,41146,Surprisingly solid and funny... It's rare for a stoner comedy to have so much ambition.
m/10012207-stolen,Mark Olsen,TRUE,Los Angeles Times,Rotten,2.5/5,40255,"A leaden murder mystery with a clunky structure that swings back and forth between 1958 and 2008, Stolen wastes the talents of a reasonably good cast."
m/10012232-killing_jar,Robert Abele,TRUE,Los Angeles Times,Rotten,2.5/5,40255,"What dribbles out is a series of repetitive, dull, clichd showdowns until most of the cast is gruesomely dispatched and the twist-that-isn't-a-twist is revealed."
m/10012254-la_mission,Andrew Schenker,FALSE,Slant Magazine,Rotten,1.5/4,40273,A dimly obvious coming-to-terms-with-my-gay-son melodrama.
m/10012254-la_mission,Robert Levin,FALSE,Film School Rejects,Rotten,2.5/4,40277,"This ripe subject for a sociological essay works less well as a feature film, as Peter Bratt fails to give it the complex shadings and three-dimensional depth it requires."
m/10012254-la_mission,Gary Goldstein,TRUE,Los Angeles Times,Fresh,3.5/5,40277,"Benjamin Bratt brings his A-game to a difficult, potentially clichd role."
m/10012254-la_mission,Marjorie Baumgarten,FALSE,Austin Chronicle,Fresh,2.5/5,40312,Benjamin Bratt ably depicts both sides of this character and creates a memorable portrait in the process.
m/10012254-la_mission,Roger Ebert,TRUE,Chicago Sun-Times,Rotten,2.5/4,40367,"I don't require acceptance and reconciliation, and La Mission is forthright in avoiding easy answers. But does the screenplay shortchange Che by painting him more broadly at the film's end than he seemed at the beginning?"
m/10012254-la_mission,Chris Hewitt,FALSE,St. Paul Pioneer Press,Fresh,2.5/4,40382,"Peter Bratt's film, which stars and was co-produced by his brother, Benjamin, beautifully captures a community on the edge."
m/10012254-la_mission,Philip Martin,FALSE,Arkansas Democrat-Gazette,Rotten,81/100,40400,",,,a flawed but occasionally powerful elegy for a neighborhood in transition."
m/10012256-predators,Matthew Pejkovic,FALSE,Matt's Movie Reviews,Fresh,3.5/5,40365,"Predator fans rejoice! Finally a sequel has arrived that is worthy of its 1987 predecessor, in the ultra serious and equally bloody Predators."
m/10012256-predators,Antonia Quirke,TRUE,Financial Times,Rotten,0/5,40366,"An unnecessary reboot of the 1987 cult movie. Quite literally every image, every idea in Predators, is a straight steal from another film."
m/10012256-predators,Sara Michelle Fetters,FALSE,MovieFreak.com,Fresh,2.5/4,40367,"But it is fun and I did have a good time, and as matinee entertainment is concerned Predators does deliver on a fairly respectable scale."
m/10012256-predators,Dustin Putman,FALSE,TheFilmFile.com,Fresh,2.5/4,40367,Little Richard is sure to be proud.
m/10012256-predators,Claudia Puig,TRUE,USA Today,Rotten,2.5/4,40367,What starts with so much promise and intrigue devolves into a more predictable cat- and-mouse game. The fascination wears off as the initial premise never becomes fleshed out and plot holes loom larger than the monstrous mayhem.
m/10012256-predators,Linda Barnard,TRUE,Toronto Star,Fresh,2.5/4,40367,"Antal leaves the door wide open for a sequel, which is good news for fans of the genre. But please, don't invite the Alien to the party."
m/10012256-predators,Vic Holtreman,FALSE,Screen Rant,Fresh,3.5/5,40367,'Predators' is the sequel to the original movie that we've been waiting for - for a very long time.
m/10012256-predators,Wesley Morris,TRUE,Boston Globe,Fresh,3.5/4,40367,"Antal is a professional who respects your dollars. In a season where the blockbusters are as flat as month-old soda, that's the most romantic gesture a commercial filmmaker can make."
m/10012256-predators,Peter Galvin,FALSE,sbs.com.au,Rotten,2.5/5,40367,"In the end, Predators devolves into a succession of warrior-to-warrior battles. This stuff is fun but not terribly exciting."
m/10012256-predators,Dave Golder,FALSE,SFX Magazine,Fresh,3.5/5,40367,A great film whenever the actors aren't actually required to deliver any lines.
m/10012256-predators,Simon Abrams,FALSE,Slant Magazine,Fresh,2.5/4,40367,"Unlike the original Predator, helmed by the intuitive and typically fast-and-loose director John McTiernan, Predators is clearly the product of a self-conscious craftsman."
m/10012256-predators,Matt Pais,FALSE,Metromix.com,Fresh,3.5/5,40367,"One of this summer's few movies that deserves to be called fun ... Suffice to say that Predators has the perfect amount of oozing, neon-green alien goo."
m/10012256-predators,Chris Tilly,FALSE,IGN Movies UK,Fresh,3.5/5,40367,"Let's be honest: you see a Predator movie for the bone-crunching battles between alien and man, and on that front, Antal's film delivers in spades, with blood spilled, spines split and heads separated from bodies at regular intervals."
